# league	bet_key	samples	success	fail	base_rate	matches	ht_matches	avg_ft_goals	avg_ht_goals	goals_0	goals_1	goals_2	goals_3	goals_4_plus	rate_o05_ft	rate_o15_ft	rate_o25_ft	rate_o35_ft	rate_exact_2	rate_exact_3	home_scored_rate	away_scored_rate	btts_rate	home_win_rate	draw_rate	away_win_rate	rate_ht05	rate_ht15	rate_ht_home_lead	rate_ht_draw	rate_ht_away_lead	rate_ht1x_home	goals_score	composite_score
super lig	HT1X_HOME	141	112	29	0.794326	141	141	2.702128	1.127660	12	18	31	40	40	0.914894	0.787234	0.567376	0.283688	0.219858	0.283688	0.780142	0.680851	0.546099	0.432624	0.276596	0.290780	0.673759	0.354610	0.340426	0.453901	0.205674	0.794326	0.730142	0.775071
premiership	O15_FT	117	89	28	0.760684	117	117	2.863248	1.282051	8	20	27	22	40	0.931624	0.760684	0.529915	0.341880	0.230769	0.188034	0.820513	0.641026	0.529915	0.504274	0.213675	0.282051	0.760684	0.350427	0.427350	0.350427	0.222222	0.777778	0.807612	0.774762
league cup	HT1X_HOME	5	4	1	0.800000	5	5	2.800000	0.800000	0	1	2	0	2	1.000000	0.800000	0.400000	0.400000	0.400000	0.000000	0.600000	0.800000	0.400000	0.400000	0.000000	0.600000	0.400000	0.200000	0.200000	0.600000	0.200000	0.800000	0.715000	0.774500
uefa champions league	HT1X_HOME	94	74	20	0.787234	94	94	3.595745	1.563830	4	6	21	22	41	0.957447	0.893617	0.670213	0.436170	0.223404	0.234043	0.819149	0.712766	0.574468	0.521277	0.127660	0.351064	0.744681	0.500000	0.382979	0.404255	0.212766	0.787234	0.742287	0.773750
liga portugal 2	HT1X_HOME	156	125	31	0.801282	156	156	2.423077	0.948718	17	39	26	40	34	0.891026	0.641026	0.474359	0.217949	0.166667	0.256410	0.711538	0.615385	0.435897	0.467949	0.217949	0.314103	0.583333	0.250000	0.288462	0.512821	0.198718	0.801282	0.702885	0.771763
saudi arabia	HT05	191	144	47	0.753927	191	191	2.890052	1.293194	8	33	47	38	65	0.958115	0.785340	0.539267	0.340314	0.246073	0.198953	0.801047	0.712042	0.554974	0.465969	0.230366	0.303665	0.753927	0.371728	0.319372	0.403141	0.277487	0.722513	0.813351	0.771754
uefa champions league	HT05	94	70	24	0.744681	94	94	3.595745	1.563830	4	6	21	22	41	0.957447	0.893617	0.670213	0.436170	0.223404	0.234043	0.819149	0.712766	0.574468	0.521277	0.127660	0.351064	0.744681	0.500000	0.382979	0.404255	0.212766	0.787234	0.834043	0.771489
liga portugal	O15_FT	155	118	37	0.761290	155	155	2.741935	1.212903	9	28	29	41	48	0.941935	0.761290	0.574194	0.309677	0.187097	0.264516	0.787097	0.645161	0.490323	0.464516	0.251613	0.283871	0.677419	0.348387	0.322581	0.432258	0.245161	0.754839	0.794738	0.771325
hnl croatia	O15_FT	25	19	6	0.760000	25	25	2.760000	1.320000	2	4	5	5	9	0.920000	0.760000	0.560000	0.360000	0.200000	0.200000	0.840000	0.760000	0.680000	0.360000	0.360000	0.280000	0.760000	0.440000	0.240000	0.440000	0.320000	0.680000	0.795875	0.770762
club friendly games	TEAM1_SCORE_FT	16	12	4	0.750000	16	16	3.250000	1.500000	3	1	4	0	8	0.812500	0.750000	0.500000	0.500000	0.250000	0.000000	0.750000	0.687500	0.625000	0.375000	0.375000	0.250000	0.687500	0.375000	0.250000	0.375000	0.375000	0.625000	0.818750	0.770625
liga mx	O15_FT	167	127	40	0.760479	167	167	2.730539	1.281437	17	23	34	44	49	0.898204	0.760479	0.556886	0.293413	0.203593	0.263473	0.790419	0.682635	0.574850	0.455090	0.251497	0.293413	0.700599	0.389222	0.419162	0.407186	0.173653	0.826347	0.792964	0.770225
championship	TEAM1_SCORE_FT	320	247	73	0.771875	320	320	2.618750	1.221875	22	51	84	86	77	0.931250	0.771875	0.509375	0.240625	0.262500	0.268750	0.771875	0.718750	0.559375	0.409375	0.250000	0.340625	0.706250	0.371875	0.343750	0.412500	0.243750	0.756250	0.761270	0.768693
uefa europa conference league	TEAM1_SCORE_FT	36	28	8	0.777778	36	36	2.194444	0.944444	2	11	9	9	5	0.944444	0.638889	0.388889	0.138889	0.250000	0.250000	0.777778	0.611111	0.444444	0.527778	0.250000	0.222222	0.666667	0.222222	0.305556	0.416667	0.277778	0.722222	0.743142	0.767387
premiership	HT1X_HOME	117	91	26	0.777778	117	117	2.863248	1.282051	8	20	27	22	40	0.931624	0.760684	0.529915	0.341880	0.230769	0.188034	0.820513	0.641026	0.529915	0.504274	0.213675	0.282051	0.760684	0.350427	0.427350	0.350427	0.222222	0.777778	0.733547	0.764509
scottish cup	HT05	67	50	17	0.746269	67	67	3.029851	1.283582	4	5	17	19	22	0.940299	0.865672	0.611940	0.328358	0.253731	0.283582	0.805970	0.626866	0.492537	0.552239	0.149254	0.298507	0.746269	0.373134	0.432836	0.328358	0.238806	0.761194	0.805970	0.764179
laliga	HT1X_HOME	182	142	40	0.780220	182	182	2.807692	1.175824	5	32	48	47	50	0.972527	0.796703	0.532967	0.274725	0.263736	0.258242	0.824176	0.769231	0.620879	0.489011	0.247253	0.263736	0.697802	0.335165	0.357143	0.423077	0.219780	0.780220	0.723901	0.763324
serie b	O15_FT	217	164	53	0.755760	217	217	2.589862	1.156682	15	38	56	52	56	0.930876	0.755760	0.497696	0.258065	0.258065	0.239631	0.797235	0.649770	0.516129	0.465438	0.285714	0.248848	0.714286	0.345622	0.322581	0.442396	0.235023	0.764977	0.774510	0.761385
laliga	TEAM2_SCORE_FT	182	140	42	0.769231	182	182	2.807692	1.175824	5	32	48	47	50	0.972527	0.796703	0.532967	0.274725	0.263736	0.258242	0.824176	0.769231	0.620879	0.489011	0.247253	0.263736	0.697802	0.335165	0.357143	0.423077	0.219780	0.780220	0.742188	0.761118
mls	O15_FT	155	114	41	0.735484	155	155	3.090323	1.406452	13	28	18	35	61	0.916129	0.735484	0.619355	0.393548	0.116129	0.225806	0.800000	0.664516	0.548387	0.509677	0.212903	0.277419	0.729032	0.387097	0.406452	0.361290	0.232258	0.767742	0.816069	0.759659
superliga serbia	O15_FT	44	33	11	0.750000	44	44	2.681818	1.272727	6	5	11	7	15	0.863636	0.750000	0.500000	0.340909	0.250000	0.159091	0.818182	0.636364	0.590909	0.409091	0.386364	0.204545	0.681818	0.386364	0.363636	0.477273	0.159091	0.840909	0.780824	0.759247
liga profesional argentina	U35_FT	215	187	28	0.869767	215	215	1.911628	0.874419	39	57	50	41	28	0.818605	0.553488	0.320930	0.130233	0.232558	0.190698	0.660465	0.558140	0.400000	0.400000	0.325581	0.274419	0.595349	0.209302	0.302326	0.465116	0.232558	0.767442	0.500000	0.758837
pro league	O15_FT	148	111	37	0.750000	148	148	2.648649	1.155405	14	23	38	36	37	0.905405	0.750000	0.493243	0.250000	0.256757	0.243243	0.736486	0.709459	0.540541	0.344595	0.250000	0.405405	0.662162	0.324324	0.277027	0.445946	0.277027	0.722973	0.777196	0.758159
mls	HT1X_HOME	155	119	36	0.767742	155	155	3.090323	1.406452	13	28	18	35	61	0.916129	0.735484	0.619355	0.393548	0.116129	0.225806	0.800000	0.664516	0.548387	0.509677	0.212903	0.277419	0.729032	0.387097	0.406452	0.361290	0.232258	0.767742	0.735323	0.758016
mls	HT05	155	113	42	0.729032	155	155	3.090323	1.406452	13	28	18	35	61	0.916129	0.735484	0.619355	0.393548	0.116129	0.225806	0.800000	0.664516	0.548387	0.509677	0.212903	0.277419	0.729032	0.387097	0.406452	0.361290	0.232258	0.767742	0.823871	0.757484
ligue 1	O15_FT	156	116	40	0.743590	156	156	2.801282	1.275641	15	25	32	33	51	0.903846	0.743590	0.538462	0.326923	0.205128	0.211538	0.737179	0.679487	0.512821	0.423077	0.256410	0.320513	0.737179	0.358974	0.339744	0.378205	0.282051	0.717949	0.789724	0.757430
laliga2	O15_FT	225	168	57	0.746667	225	225	2.711111	1.271111	15	42	53	52	63	0.933333	0.746667	0.511111	0.280000	0.235556	0.231111	0.800000	0.693333	0.560000	0.493333	0.235556	0.271111	0.724444	0.382222	0.324444	0.431111	0.244444	0.755556	0.781861	0.757225
russian premier league	U35_FT	45	39	6	0.866667	45	45	2.133333	0.955556	4	11	15	9	6	0.911111	0.666667	0.333333	0.133333	0.333333	0.200000	0.800000	0.600000	0.488889	0.466667	0.311111	0.222222	0.622222	0.266667	0.266667	0.511111	0.222222	0.777778	0.500000	0.756667
cymru premier league	O15_FT	91	68	23	0.747253	91	91	2.648352	1.197802	9	14	24	18	26	0.901099	0.747253	0.483516	0.285714	0.263736	0.197802	0.659341	0.725275	0.483516	0.351648	0.274725	0.373626	0.692308	0.318681	0.285714	0.384615	0.329670	0.670330	0.775378	0.755690
scottish cup	HT1X_HOME	67	51	16	0.761194	67	67	3.029851	1.283582	4	5	17	19	22	0.940299	0.865672	0.611940	0.328358	0.253731	0.283582	0.805970	0.626866	0.492537	0.552239	0.149254	0.298507	0.746269	0.373134	0.432836	0.328358	0.238806	0.761194	0.742164	0.755485
ligue 1	HT05	156	115	41	0.737179	156	156	2.801282	1.275641	15	25	32	33	51	0.903846	0.743590	0.538462	0.326923	0.205128	0.211538	0.737179	0.679487	0.512821	0.423077	0.256410	0.320513	0.737179	0.358974	0.339744	0.378205	0.282051	0.717949	0.798077	0.755449
2. bundesliga	HT05	150	109	41	0.726667	150	150	2.946667	1.393333	9	18	37	39	47	0.940000	0.820000	0.573333	0.313333	0.246667	0.260000	0.826667	0.726667	0.613333	0.446667	0.253333	0.300000	0.726667	0.380000	0.340000	0.386667	0.273333	0.726667	0.820667	0.754867
bundesliga	TEAM2_SCORE_FT	169	126	43	0.745562	169	169	3.201183	1.414201	5	22	35	42	65	0.970414	0.840237	0.633136	0.384615	0.207101	0.248521	0.852071	0.745562	0.627219	0.443787	0.248521	0.307692	0.769231	0.402367	0.372781	0.384615	0.242604	0.757396	0.775592	0.754571
primera división chile	U35_FT	22	19	3	0.863636	22	22	2.318182	0.636364	1	8	2	8	3	0.954545	0.590909	0.500000	0.136364	0.090909	0.363636	0.681818	0.681818	0.409091	0.545455	0.136364	0.318182	0.454545	0.136364	0.272727	0.590909	0.136364	0.863636	0.500000	0.754545
hnl croatia	TEAM2_SCORE_FT	25	19	6	0.760000	25	25	2.760000	1.320000	2	4	5	5	9	0.920000	0.760000	0.560000	0.360000	0.200000	0.200000	0.840000	0.760000	0.680000	0.360000	0.360000	0.280000	0.760000	0.440000	0.240000	0.440000	0.320000	0.680000	0.740375	0.754112
uefa wc qualifiers	TEAM2_SCORE_FT	12	9	3	0.750000	12	12	3.083333	1.083333	0	2	4	1	5	1.000000	0.833333	0.500000	0.416667	0.333333	0.083333	0.916667	0.750000	0.666667	0.416667	0.333333	0.250000	0.583333	0.250000	0.250000	0.416667	0.333333	0.666667	0.761198	0.753359
serie a brazil	TEAM1_SCORE_FT	157	119	38	0.757962	157	157	2.312102	1.108280	19	37	34	35	32	0.878981	0.643312	0.426752	0.203822	0.216561	0.222930	0.757962	0.566879	0.445860	0.490446	0.292994	0.216561	0.707006	0.312102	0.407643	0.426752	0.165605	0.834395	0.740705	0.752785
uefa europa conference league	U35_FT	36	31	5	0.861111	36	36	2.194444	0.944444	2	11	9	9	5	0.944444	0.638889	0.388889	0.138889	0.250000	0.250000	0.777778	0.611111	0.444444	0.527778	0.250000	0.222222	0.666667	0.222222	0.305556	0.416667	0.277778	0.722222	0.500000	0.752778
russian premier league	HT1X_HOME	45	35	10	0.777778	45	45	2.133333	0.955556	4	11	15	9	6	0.911111	0.666667	0.333333	0.133333	0.333333	0.200000	0.800000	0.600000	0.488889	0.466667	0.311111	0.222222	0.622222	0.266667	0.266667	0.511111	0.222222	0.777778	0.693333	0.752444
liga pro ecuador	U35_FT	107	92	15	0.859813	107	107	2.009346	0.841121	15	26	30	21	15	0.859813	0.616822	0.336449	0.140187	0.280374	0.196262	0.691589	0.588785	0.420561	0.448598	0.308411	0.242991	0.588785	0.205607	0.308411	0.495327	0.196262	0.803738	0.500000	0.751869
africa cup of nations	TEAM2_SCORE_FT	24	18	6	0.750000	24	24	2.416667	1.166667	3	4	7	4	6	0.875000	0.708333	0.416667	0.250000	0.291667	0.166667	0.666667	0.750000	0.541667	0.166667	0.375000	0.458333	0.708333	0.333333	0.250000	0.416667	0.333333	0.666667	0.755990	0.751797
coupe de france	HT05	76	55	21	0.723684	76	76	3.223684	1.381579	7	8	16	13	32	0.907895	0.802632	0.592105	0.421053	0.210526	0.171053	0.644737	0.763158	0.500000	0.276316	0.263158	0.460526	0.723684	0.368421	0.223684	0.407895	0.368421	0.631579	0.815789	0.751316
austrian bundesliga	O15_FT	35	26	9	0.742857	35	35	2.628571	1.085714	3	6	8	6	12	0.914286	0.742857	0.514286	0.342857	0.228571	0.171429	0.800000	0.628571	0.514286	0.400000	0.285714	0.314286	0.600000	0.342857	0.285714	0.428571	0.285714	0.714286	0.770357	0.751107
premier league	TEAM2_SCORE_FT	194	146	48	0.752577	194	194	2.721649	1.231959	16	28	45	48	57	0.917526	0.773196	0.541237	0.293814	0.231959	0.247423	0.742268	0.752577	0.577320	0.386598	0.273196	0.340206	0.711340	0.345361	0.335052	0.386598	0.278351	0.721649	0.742139	0.749446
superligaen	TEAM2_SCORE_FT	95	71	24	0.747368	95	95	2.842105	1.126316	4	15	22	25	29	0.957895	0.800000	0.568421	0.305263	0.231579	0.263158	0.789474	0.747368	0.578947	0.421053	0.231579	0.347368	0.673684	0.315789	0.252632	0.442105	0.305263	0.694737	0.751382	0.748572
bundesliga	HT1X_HOME	169	128	41	0.757396	169	169	3.201183	1.414201	5	22	35	42	65	0.970414	0.840237	0.633136	0.384615	0.207101	0.248521	0.852071	0.745562	0.627219	0.443787	0.248521	0.307692	0.769231	0.402367	0.372781	0.384615	0.242604	0.757396	0.723669	0.747278
czech first league	O15_FT	111	82	29	0.738739	111	111	2.621622	1.162162	12	17	26	25	31	0.891892	0.738739	0.504505	0.279279	0.234234	0.225225	0.711712	0.621622	0.441441	0.450450	0.216216	0.333333	0.675676	0.369369	0.279279	0.432432	0.288288	0.711712	0.766920	0.747193
primera división paraguay	HT1X_HOME	94	73	21	0.776596	94	94	2.148936	0.957447	14	23	24	16	17	0.851064	0.606383	0.351064	0.180851	0.255319	0.170213	0.627660	0.606383	0.382979	0.414894	0.297872	0.287234	0.563830	0.255319	0.223404	0.553191	0.223404	0.776596	0.678191	0.747074
serie b	HT1X_HOME	217	166	51	0.764977	217	217	2.589862	1.156682	15	38	56	52	56	0.930876	0.755760	0.497696	0.258065	0.258065	0.239631	0.797235	0.649770	0.516129	0.465438	0.285714	0.248848	0.714286	0.345622	0.322581	0.442396	0.235023	0.764977	0.704378	0.746797
eredivisie	TEAM2_SCORE_FT	149	111	38	0.744966	149	149	3.100671	1.436242	8	12	37	35	57	0.946309	0.865772	0.617450	0.382550	0.248322	0.234899	0.852349	0.744966	0.651007	0.436242	0.295302	0.268456	0.778523	0.463087	0.409396	0.342282	0.248322	0.751678	0.748364	0.745986
premier league	TEAM1_SCORE_FT	194	144	50	0.742268	194	194	2.721649	1.231959	16	28	45	48	57	0.917526	0.773196	0.541237	0.293814	0.231959	0.247423	0.742268	0.752577	0.577320	0.386598	0.273196	0.340206	0.711340	0.345361	0.335052	0.386598	0.278351	0.721649	0.750129	0.744626
eredivisie	HT1X_HOME	149	112	37	0.751678	149	149	3.100671	1.436242	8	12	37	35	57	0.946309	0.865772	0.617450	0.382550	0.248322	0.234899	0.852349	0.744966	0.651007	0.436242	0.295302	0.268456	0.778523	0.463087	0.409396	0.342282	0.248322	0.751678	0.728020	0.744581
ligue 1	TEAM1_SCORE_FT	156	115	41	0.737179	156	156	2.801282	1.275641	15	25	32	33	51	0.903846	0.743590	0.538462	0.326923	0.205128	0.211538	0.737179	0.679487	0.512821	0.423077	0.256410	0.320513	0.737179	0.358974	0.339744	0.378205	0.282051	0.717949	0.761118	0.744361
laliga2	HT05	225	163	62	0.724444	225	225	2.711111	1.271111	15	42	53	52	63	0.933333	0.746667	0.511111	0.280000	0.235556	0.231111	0.800000	0.693333	0.560000	0.493333	0.235556	0.271111	0.724444	0.382222	0.324444	0.431111	0.244444	0.755556	0.788667	0.743711
serie a italia	O15_FT	202	149	53	0.737624	202	202	2.544554	1.069307	13	40	52	49	48	0.935644	0.737624	0.480198	0.237624	0.257426	0.242574	0.712871	0.693069	0.470297	0.410891	0.247525	0.341584	0.688119	0.287129	0.311881	0.410891	0.277228	0.722772	0.757766	0.743666
liga profesional argentina	HT1X_HOME	215	165	50	0.767442	215	215	1.911628	0.874419	39	57	50	41	28	0.818605	0.553488	0.320930	0.130233	0.232558	0.190698	0.660465	0.558140	0.400000	0.400000	0.325581	0.274419	0.595349	0.209302	0.302326	0.465116	0.232558	0.767442	0.682907	0.742081
fa cup	HT1X_HOME	62	46	16	0.741935	62	62	3.548387	1.338710	1	12	6	13	30	0.983871	0.790323	0.693548	0.483871	0.096774	0.209677	0.822581	0.790323	0.629032	0.451613	0.145161	0.403226	0.790323	0.338710	0.500000	0.241935	0.258065	0.741935	0.739113	0.741089
championship	HT1X_HOME	320	242	78	0.756250	320	320	2.618750	1.221875	22	51	84	86	77	0.931250	0.771875	0.509375	0.240625	0.262500	0.268750	0.771875	0.718750	0.559375	0.409375	0.250000	0.340625	0.706250	0.371875	0.343750	0.412500	0.243750	0.756250	0.701484	0.739820
liga portugal	HT1X_HOME	155	117	38	0.754839	155	155	2.741935	1.212903	9	28	29	41	48	0.941935	0.761290	0.574194	0.309677	0.187097	0.264516	0.787097	0.645161	0.490323	0.464516	0.251613	0.283871	0.677419	0.348387	0.322581	0.432258	0.245161	0.754839	0.700484	0.738532
laliga2	HT1X_HOME	225	170	55	0.755556	225	225	2.711111	1.271111	15	42	53	52	63	0.933333	0.746667	0.511111	0.280000	0.235556	0.231111	0.800000	0.693333	0.560000	0.493333	0.235556	0.271111	0.724444	0.382222	0.324444	0.431111	0.244444	0.755556	0.698111	0.738322
pro league	TEAM1_SCORE_FT	148	109	39	0.736486	148	148	2.648649	1.155405	14	23	38	36	37	0.905405	0.750000	0.493243	0.250000	0.256757	0.243243	0.736486	0.709459	0.540541	0.344595	0.250000	0.405405	0.662162	0.324324	0.277027	0.445946	0.277027	0.722973	0.728209	0.734003
cup	U35_FT	6	5	1	0.833333	6	6	1.833333	0.666667	2	1	0	2	1	0.666667	0.500000	0.500000	0.166667	0.000000	0.333333	0.666667	0.333333	0.333333	0.500000	0.500000	0.000000	0.500000	0.166667	0.333333	0.500000	0.166667	0.833333	0.500000	0.733333
schweizer cup	U35_FT	6	5	1	0.833333	6	6	3.333333	1.166667	0	0	2	3	1	1.000000	1.000000	0.666667	0.166667	0.333333	0.500000	0.833333	0.833333	0.666667	0.666667	0.000000	0.333333	0.833333	0.333333	0.333333	0.333333	0.333333	0.666667	0.500000	0.733333
allsvenskan	TEAM1_SCORE_FT	10	7	3	0.700000	10	10	3.400000	1.600000	1	0	1	4	4	0.900000	0.900000	0.800000	0.400000	0.100000	0.400000	0.700000	0.700000	0.500000	0.400000	0.200000	0.400000	0.800000	0.600000	0.400000	0.200000	0.400000	0.600000	0.807500	0.732250
international friendlies	HT05	125	89	36	0.712000	125	125	2.496000	1.240000	19	23	25	21	37	0.848000	0.664000	0.464000	0.296000	0.200000	0.168000	0.672000	0.656000	0.480000	0.336000	0.360000	0.304000	0.712000	0.360000	0.272000	0.376000	0.352000	0.648000	0.772800	0.730240
2. bundesliga	TEAM2_SCORE_FT	150	109	41	0.726667	150	150	2.946667	1.393333	9	18	37	39	47	0.940000	0.820000	0.573333	0.313333	0.246667	0.260000	0.826667	0.726667	0.613333	0.446667	0.253333	0.300000	0.726667	0.380000	0.340000	0.386667	0.273333	0.726667	0.734958	0.729154
premier league	HT05	194	138	56	0.711340	194	194	2.721649	1.231959	16	28	45	48	57	0.917526	0.773196	0.541237	0.293814	0.231959	0.247423	0.742268	0.752577	0.577320	0.386598	0.273196	0.340206	0.711340	0.345361	0.335052	0.386598	0.278351	0.721649	0.770361	0.729046
uefa champions league	TEAM2_SCORE_FT	94	67	27	0.712766	94	94	3.595745	1.563830	4	6	21	22	41	0.957447	0.893617	0.670213	0.436170	0.223404	0.234043	0.819149	0.712766	0.574468	0.521277	0.127660	0.351064	0.744681	0.500000	0.382979	0.404255	0.212766	0.787234	0.765160	0.728484
taça de portugal	O15_FT	25	18	7	0.720000	25	25	2.560000	1.080000	3	4	4	8	6	0.880000	0.720000	0.560000	0.240000	0.160000	0.320000	0.680000	0.600000	0.400000	0.520000	0.200000	0.280000	0.680000	0.280000	0.360000	0.440000	0.200000	0.800000	0.748000	0.728400
ukrainian premier league	HT1X_HOME	35	26	9	0.742857	35	35	2.514286	1.085714	7	7	4	6	11	0.800000	0.600000	0.485714	0.314286	0.114286	0.171429	0.571429	0.542857	0.314286	0.342857	0.314286	0.342857	0.628571	0.342857	0.342857	0.400000	0.257143	0.742857	0.693571	0.728071
serie b	HT05	217	155	62	0.714286	217	217	2.589862	1.156682	15	38	56	52	56	0.930876	0.755760	0.497696	0.258065	0.258065	0.239631	0.797235	0.649770	0.516129	0.465438	0.285714	0.248848	0.714286	0.345622	0.322581	0.442396	0.235023	0.764977	0.753456	0.726037
k league 1	HT05	18	13	5	0.722222	18	18	2.388889	1.055556	1	5	5	3	4	0.944444	0.666667	0.388889	0.222222	0.277778	0.166667	0.722222	0.722222	0.500000	0.333333	0.277778	0.388889	0.722222	0.277778	0.333333	0.388889	0.277778	0.722222	0.733333	0.725556
primera división peru	HT1X_HOME	15	11	4	0.733333	15	15	2.466667	1.000000	1	5	1	5	3	0.933333	0.600000	0.533333	0.200000	0.066667	0.333333	0.666667	0.666667	0.400000	0.533333	0.066667	0.400000	0.666667	0.333333	0.400000	0.333333	0.266667	0.733333	0.706667	0.725333
cymru premier league	TEAM2_SCORE_FT	91	66	25	0.725275	91	91	2.648352	1.197802	9	14	24	18	26	0.901099	0.747253	0.483516	0.285714	0.263736	0.197802	0.659341	0.725275	0.483516	0.351648	0.274725	0.373626	0.692308	0.318681	0.285714	0.384615	0.329670	0.670330	0.722768	0.724523
championship	HT05	320	226	94	0.706250	320	320	2.618750	1.221875	22	51	84	86	77	0.931250	0.771875	0.509375	0.240625	0.262500	0.268750	0.771875	0.718750	0.559375	0.409375	0.250000	0.340625	0.706250	0.371875	0.343750	0.412500	0.243750	0.756250	0.764531	0.723734
copa del rey	TEAM1_SCORE_FT	17	12	5	0.705882	17	17	3.235294	1.705882	0	3	3	4	7	1.000000	0.823529	0.647059	0.411765	0.176471	0.235294	0.705882	0.764706	0.470588	0.352941	0.117647	0.529412	0.647059	0.529412	0.176471	0.529412	0.294118	0.705882	0.764706	0.723529
primera división paraguay	U35_FT	94	77	17	0.819149	94	94	2.148936	0.957447	14	23	24	16	17	0.851064	0.606383	0.351064	0.180851	0.255319	0.170213	0.627660	0.606383	0.382979	0.414894	0.297872	0.287234	0.563830	0.255319	0.223404	0.553191	0.223404	0.776596	0.500000	0.723404
liga mx	HT05	167	117	50	0.700599	167	167	2.730539	1.281437	17	23	34	44	49	0.898204	0.760479	0.556886	0.293413	0.203593	0.263473	0.790419	0.682635	0.574850	0.455090	0.251497	0.293413	0.700599	0.389222	0.419162	0.407186	0.173653	0.826347	0.775749	0.723144
africa cup of nations	HT05	24	17	7	0.708333	24	24	2.416667	1.166667	3	4	7	4	6	0.875000	0.708333	0.416667	0.250000	0.291667	0.166667	0.666667	0.750000	0.541667	0.166667	0.375000	0.458333	0.708333	0.333333	0.250000	0.416667	0.333333	0.666667	0.752083	0.721458
ekstraklasa	TEAM2_SCORE_FT	40	29	11	0.725000	40	40	2.775000	1.200000	3	4	10	12	11	0.925000	0.825000	0.575000	0.275000	0.250000	0.300000	0.825000	0.725000	0.625000	0.425000	0.250000	0.325000	0.675000	0.375000	0.300000	0.425000	0.275000	0.725000	0.711953	0.721086
ligue 2	HT1X_HOME	150	111	39	0.740000	150	150	2.426667	1.120000	22	28	32	33	35	0.853333	0.666667	0.453333	0.233333	0.213333	0.220000	0.680000	0.666667	0.493333	0.400000	0.333333	0.266667	0.653333	0.286667	0.300000	0.440000	0.260000	0.740000	0.675333	0.720600
club friendly games	HT05	16	11	5	0.687500	16	16	3.250000	1.500000	3	1	4	0	8	0.812500	0.750000	0.500000	0.500000	0.250000	0.000000	0.750000	0.687500	0.625000	0.375000	0.375000	0.250000	0.687500	0.375000	0.250000	0.375000	0.375000	0.625000	0.796875	0.720312
primera a colombia	U35_FT	176	143	33	0.812500	176	176	2.386364	1.096591	19	33	48	43	33	0.892045	0.704545	0.431818	0.187500	0.272727	0.244318	0.806818	0.585227	0.500000	0.482955	0.312500	0.204545	0.681818	0.295455	0.380682	0.448864	0.170455	0.829545	0.500000	0.718750
allsvenskan	TEAM2_SCORE_FT	10	7	3	0.700000	10	10	3.400000	1.600000	1	0	1	4	4	0.900000	0.900000	0.800000	0.400000	0.100000	0.400000	0.700000	0.700000	0.500000	0.400000	0.200000	0.400000	0.800000	0.600000	0.400000	0.200000	0.400000	0.600000	0.757500	0.717250
czech first league	TEAM1_SCORE_FT	111	79	32	0.711712	111	111	2.621622	1.162162	12	17	26	25	31	0.891892	0.738739	0.504505	0.279279	0.234234	0.225225	0.711712	0.621622	0.441441	0.450450	0.216216	0.333333	0.675676	0.369369	0.279279	0.432432	0.288288	0.711712	0.727843	0.716551
saudi arabia	TEAM2_SCORE_FT	191	136	55	0.712042	191	191	2.890052	1.293194	8	33	47	38	65	0.958115	0.785340	0.539267	0.340314	0.246073	0.198953	0.801047	0.712042	0.554974	0.465969	0.230366	0.303665	0.753927	0.371728	0.319372	0.403141	0.277487	0.722513	0.726963	0.716518
serie a brazil	HT05	157	111	46	0.707006	157	157	2.312102	1.108280	19	37	34	35	32	0.878981	0.643312	0.426752	0.203822	0.216561	0.222930	0.757962	0.566879	0.445860	0.490446	0.292994	0.216561	0.707006	0.312102	0.407643	0.426752	0.165605	0.834395	0.736624	0.715892
k league 1	TEAM2_SCORE_FT	18	13	5	0.722222	18	18	2.388889	1.055556	1	5	5	3	4	0.944444	0.666667	0.388889	0.222222	0.277778	0.166667	0.722222	0.722222	0.500000	0.333333	0.277778	0.388889	0.722222	0.277778	0.333333	0.388889	0.277778	0.722222	0.698090	0.714983
championship	TEAM2_SCORE_FT	320	230	90	0.718750	320	320	2.618750	1.221875	22	51	84	86	77	0.931250	0.771875	0.509375	0.240625	0.262500	0.268750	0.771875	0.718750	0.559375	0.409375	0.250000	0.340625	0.706250	0.371875	0.343750	0.412500	0.243750	0.756250	0.705957	0.714912
2. bundesliga	HT1X_HOME	150	109	41	0.726667	150	150	2.946667	1.393333	9	18	37	39	47	0.940000	0.820000	0.573333	0.313333	0.246667	0.260000	0.826667	0.726667	0.613333	0.446667	0.253333	0.300000	0.726667	0.380000	0.340000	0.386667	0.273333	0.726667	0.685833	0.714417
serie a italia	TEAM1_SCORE_FT	202	144	58	0.712871	202	202	2.544554	1.069307	13	40	52	49	48	0.935644	0.737624	0.480198	0.237624	0.257426	0.242574	0.712871	0.693069	0.470297	0.410891	0.247525	0.341584	0.688119	0.287129	0.311881	0.410891	0.277228	0.722772	0.716553	0.713976
africa cup of nations	O15_FT	24	17	7	0.708333	24	24	2.416667	1.166667	3	4	7	4	6	0.875000	0.708333	0.416667	0.250000	0.291667	0.166667	0.666667	0.750000	0.541667	0.166667	0.375000	0.458333	0.708333	0.333333	0.250000	0.416667	0.333333	0.666667	0.724740	0.713255
